zpid,address,cityname,state,zipcode,latitude,longitude,title,listingStatus,minPrice,maxPrice,bedrooms
2103196446,3221 Spring Garden St,Philadelphia,PA,19104,39.963623,-75.18942,The Residences At 3221,forRent,1625,1650,1
456195501,181 Whitewood Rd,Charlottesville,VA,22901,38.073997,-78.49341,Park's Edge Apartments,forRent,1093,1498,1
456195501,181 Whitewood Rd,Charlottesville,VA,22901,38.073997,-78.49341,Park's Edge Apartments,forRent,1498,1498,3
458684899,6050 Edgeware Ln,Alexandria,VA,22315,38.7632,-77.13955,Windsor Kingstowne,forRent,2303,2908,1
458684899,6050 Edgeware Ln,Alexandria,VA,22315,38.7632,-77.13955,Windsor Kingstowne,forRent,2561,2908,2
458224016,3603 Glengyle Ave,Baltimore,MD,21215,39.366535,-76.70577,Samester Apartments,forRent,1240,1405,1
458224016,3603 Glengyle Ave,Baltimore,MD,21215,39.366535,-76.70577,Samester Apartments,forRent,1310,1405,2
458666037,2400 16th St NW,Washington,DC,20009,38.92138,-77.03756,The Envoy,forRent,1780,2725,0
458666037,2400 16th St NW,Washington,DC,20009,38.92138,-77.03756,The Envoy,forRent,2280,2725,1
458666037,2400 16th St NW,Washington,DC,20009,38.92138,-77.03756,The Envoy,forRent,2725,2725,2
2080909099,9004 Prince William St,Manassas,VA,20110,38.750282,-77.46712,Manassas Station,forRent,1864,2765,1
2080909099,9004 Prince William St,Manassas,VA,20110,38.750282,-77.46712,Manassas Station,forRent,2440,2765,2
458696686,260 Ensemble Way,Frederick,MD,21701,39.417233,-77.38772,The Foundry at Renn Quarter,forRent,3250,3675,3
2071732416,1830 Lombard St,Philadelphia,PA,19146,39.945427,-75.173,The Pepper Building,forRent,1949,3196,1
2071732416,1830 Lombard St,Philadelphia,PA,19146,39.945427,-75.173,The Pepper Building,forRent,3031,3196,2
2092700575,2324 41st St NW,Washington,DC,20007,38.921467,-77.08102,Park Crest Apartments,forRent,1466,2682,0
2092700575,2324 41st St NW,Washington,DC,20007,38.921467,-77.08102,Park Crest Apartments,forRent,1871,2682,1
2092700575,2324 41st St NW,Washington,DC,20007,38.921467,-77.08102,Park Crest Apartments,forRent,2563,2682,2
458691371,202 N Queen St,Lancaster,PA,17603,40.041393,-76.30676,202 Queen,forRent,1519,2399,0
458691371,202 N Queen St,Lancaster,PA,17603,40.041393,-76.30676,202 Queen,forRent,1549,2399,1
458691371,202 N Queen St,Lancaster,PA,17603,40.041393,-76.30676,202 Queen,forRent,2399,2399,2
2079044927,7300 Jon Paul Dr,Alexandria,VA,22306,38.76109,-77.08999,Haven Huntley Meadows,forRent,1695,2625,1
2079044927,7300 Jon Paul Dr,Alexandria,VA,22306,38.76109,-77.08999,Haven Huntley Meadows,forRent,1960,2625,2
2079044927,7300 Jon Paul Dr,Alexandria,VA,22306,38.76109,-77.08999,Haven Huntley Meadows,forRent,2625,2625,3
2073878633,5950 Grand Pavilion Way,Alexandria,VA,22303,38.789806,-77.07563,The Courts at Huntington Station,forRent,1853,2792,1
2073878633,5950 Grand Pavilion Way,Alexandria,VA,22303,38.789806,-77.07563,The Courts at Huntington Station,forRent,2298,2792,2
455254263,311 S 13th St APT 107,Philadelphia,PA,19107,39.946213,-75.16251,"Morris Apartments, 107",,,,
456706438,1500 Honey Grove Dr,Henrico,VA,23229,37.601864,-77.54324,Tuckahoe Creek Apartments,forRent,1259,1873,1
456706438,1500 Honey Grove Dr,Henrico,VA,23229,37.601864,-77.54324,Tuckahoe Creek Apartments,forRent,1494,1873,2
456706438,1500 Honey Grove Dr,Henrico,VA,23229,37.601864,-77.54324,Tuckahoe Creek Apartments,forRent,1839,1873,3
2055907951,7620 Ridge Ave,Philadelphia,PA,19128,40.05152,-75.236595,7620 Ridge Avenue,forRent,1425,1505,1
2084221095,16 N 22nd St APT 303,Richmond,VA,23223,37.531357,-77.423645,"Poythress Apartments, 303",,,,
2079864467,4023 Majestic Ln,Fairfax,VA,22033,38.87808,-77.39485,East Meadow Apartment Homes,forRent,1865,2965,1
2079864467,4023 Majestic Ln,Fairfax,VA,22033,38.87808,-77.39485,East Meadow Apartment Homes,forRent,2310,2965,2
2079864467,4023 Majestic Ln,Fairfax,VA,22033,38.87808,-77.39485,East Meadow Apartment Homes,forRent,2965,2965,3
448324839,119 Reynolds St #408,Cumberland,MD,21502,39.65667,-78.75067,"Allegany Junction, 2 Bedroom",,,,
453088809,950 3rd St NW,Washington,DC,20001,38.901962,-77.01554,Claret,forRent,2435,7900,1
453088809,950 3rd St NW,Washington,DC,20001,38.901962,-77.01554,Claret,forRent,3680,7900,2
457691179,100 Running Brook Way,Prince Frederick,MD,20678,38.54568,-76.58065,Silverwood Farm,forRent,1844,1844,2
2077211089,1204 S Washington St,Alexandria,VA,22314,38.792187,-77.04903,Bridgeyard,forRent,1410,2364,0
2077211089,1204 S Washington St,Alexandria,VA,22314,38.792187,-77.04903,Bridgeyard,forRent,1610,2364,1
2077211089,1204 S Washington St,Alexandria,VA,22314,38.792187,-77.04903,Bridgeyard,forRent,2172,2364,2
2093666901,8060 13th St,Silver Spring,MD,20910,38.987473,-77.02752,The Gramax,forRent,1570,2014,0
2093666901,8060 13th St,Silver Spring,MD,20910,38.987473,-77.02752,The Gramax,forRent,1682,2014,1
2093666901,8060 13th St,Silver Spring,MD,20910,38.987473,-77.02752,The Gramax,forRent,2014,2014,2
2069809629,10898 Bucknell Dr,Silver Spring,MD,20902,39.03475,-77.04669,Encore at Wheaton Station,forRent,1848,2538,1
2069809629,10898 Bucknell Dr,Silver Spring,MD,20902,39.03475,-77.04669,Encore at Wheaton Station,forRent,2260,2538,2
2053653867,214 Vine St,Philadelphia,PA,19106,39.955425,-75.1433,214 Vine,forRent,1675,1800,1
2066647272,3945 Chestnut St,Philadelphia,PA,19104,39.95603,-75.201996,The Hub on Chestnut Street,forRent,1575,2525,0
2066647272,3945 Chestnut St,Philadelphia,PA,19104,39.95603,-75.201996,The Hub on Chestnut Street,forRent,1845,2525,2
351208647,1100 Dahlia St NW,Washington,DC,20012,38.97517,-77.02708,Reynard,forRent,1825,3378,1
351208647,1100 Dahlia St NW,Washington,DC,20012,38.97517,-77.02708,Reynard,forRent,2834,3378,2
2080569656,4606 Cascade Mills Dr,Owings Mills,MD,21117,39.402233,-76.807655,Cascades Overlook Apts.,forRent,1693,2290,1
2080569656,4606 Cascade Mills Dr,Owings Mills,MD,21117,39.402233,-76.807655,Cascades Overlook Apts.,forRent,1965,2290,2
2079960703,2501 Washington Ave,Philadelphia,PA,19146,39.940483,-75.1853,Graduate Pointe,forRent,1600,2250,1
2079960703,2501 Washington Ave,Philadelphia,PA,19146,39.940483,-75.1853,Graduate Pointe,forRent,2250,2250,2
2062310644,241-251 N George St,York,PA,17401,39.966576,-76.72943,Codo 241,forRent,1595,1650,2
2060786203,2525 10th St N,Arlington,VA,22201,38.886,-77.08781,Barton House,forRent,1955,3340,0
2060786203,2525 10th St N,Arlington,VA,22201,38.886,-77.08781,Barton House,forRent,2221,3340,1
2060786203,2525 10th St N,Arlington,VA,22201,38.886,-77.08781,Barton House,forRent,3340,3340,2
2055590457,1999 E Boston St,Philadelphia,PA,19125,39.98516,-75.129654,Hagert and York,forRent,1250,2620,0
2055590457,1999 E Boston St,Philadelphia,PA,19125,39.98516,-75.129654,Hagert and York,forRent,1470,2620,1
2055590457,1999 E Boston St,Philadelphia,PA,19125,39.98516,-75.129654,Hagert and York,forRent,1901,2620,2
456917709,3503 Midvale Ave,Philadelphia,PA,19129,40.01388,-75.19234,The Grace,forRent,1450,2700,0
456917709,3503 Midvale Ave,Philadelphia,PA,19129,40.01388,-75.19234,The Grace,forRent,2045,2700,2
2061592910,425 Massachusetts Ave NW,Washington,DC,20001,38.900974,-77.01682,425 Mass,forRent,1916,3473,0
2061592910,425 Massachusetts Ave NW,Washington,DC,20001,38.900974,-77.01682,425 Mass,forRent,2226,3473,1
2061592910,425 Massachusetts Ave NW,Washington,DC,20001,38.900974,-77.01682,425 Mass,forRent,3473,3473,2
2082169910,1363 N 31st St,Philadelphia,PA,19121,39.977573,-75.186,Storehouse Lofts Brewerytown,forRent,1499,4320,1
2082169910,1363 N 31st St,Philadelphia,PA,19121,39.977573,-75.186,Storehouse Lofts Brewerytown,forRent,2054,4320,2
458158089,644 Kline Ave #22,Pottstown,PA,19465,40.234135,-75.65556,"Atbridge Townnhomes, 1 beds  1.0 baths (675 sqft)",,,,
443109488,1905 Stevens Rd,Woodbridge,VA,22191,38.643597,-77.270615,Elevations One,forRent,1671,2450,1
443109488,1905 Stevens Rd,Woodbridge,VA,22191,38.643597,-77.270615,Elevations One,forRent,1675,2450,2
443109488,1905 Stevens Rd,Woodbridge,VA,22191,38.643597,-77.270615,Elevations One,forRent,1850,2450,3
443109488,1905 Stevens Rd,Woodbridge,VA,22191,38.643597,-77.270615,Elevations One,forRent,2450,2450,4
2062665063,2975 Hunters Branch Rd,Fairfax,VA,22031,38.874554,-77.265816,Dwell Vienna Metro,forRent,1945,2970,1
2062665063,2975 Hunters Branch Rd,Fairfax,VA,22031,38.874554,-77.265816,Dwell Vienna Metro,forRent,2300,2970,2
457449967,3515 Midvale Ave,Philadelphia,PA,19129,40.013245,-75.192696,The Vale,forRent,1450,2175,1
457449967,3515 Midvale Ave,Philadelphia,PA,19129,40.013245,-75.192696,The Vale,forRent,2100,2175,2
455273823,6000 42nd Ave,Hyattsville,MD,20781,38.960133,-76.9468,Hyattsville House,forRent,1385,1660,1
455273823,6000 42nd Ave,Hyattsville,MD,20781,38.960133,-76.9468,Hyattsville House,forRent,1660,1660,2
450016147,300 W Redwood St,Baltimore,MD,21201,39.288727,-76.61969,"Redwood Campus Center, LLC",forRent,1600,1875,0
450016147,300 W Redwood St,Baltimore,MD,21201,39.288727,-76.61969,"Redwood Campus Center, LLC",forRent,1875,1875,1
458648226,501 Decatur St,Richmond,VA,23224,37.523525,-77.43827,The Box,forRent,1380,1905,1
458648226,501 Decatur St,Richmond,VA,23224,37.523525,-77.43827,The Box,forRent,1599,1905,2
396286,601 24th St NW,Washington,DC,20037,38.898075,-77.05126,The Remington Apartments,forRent,2995,3550,1
2060354914,7420 Village Rd,Sykesville,MD,21784,39.369946,-76.96524,Sykesville Apartments,forRent,1719,2029,1
2060354914,7420 Village Rd,Sykesville,MD,21784,39.369946,-76.96524,Sykesville Apartments,forRent,1819,2029,2
443137552,14110 Big Crest Ln,Woodbridge,VA,22191,38.61131,-77.257286,Riverside Station,forRent,1797,2946,1
443137552,14110 Big Crest Ln,Woodbridge,VA,22191,38.61131,-77.257286,Riverside Station,forRent,2175,2946,2
443137552,14110 Big Crest Ln,Woodbridge,VA,22191,38.61131,-77.257286,Riverside Station,forRent,2926,2946,3
2081331366,699 N Broad St,Philadelphia,PA,19123,39.966686,-75.16002,The Divine Lorraine,forRent,1600,3350,1
2081331366,699 N Broad St,Philadelphia,PA,19123,39.966686,-75.16002,The Divine Lorraine,forRent,2375,3350,2
443503833,1100 Richmond Hwy,Richmond,VA,23224,37.505154,-77.44817,Model Tobacco Lofts,forRent,1295,2335,1
443503833,1100 Richmond Hwy,Richmond,VA,23224,37.505154,-77.44817,Model Tobacco Lofts,forRent,1690,2335,2
443503833,1100 Richmond Hwy,Richmond,VA,23224,37.505154,-77.44817,Model Tobacco Lofts,forRent,2335,2335,3
2077929603,8313 Telegraph Rd,Odenton,MD,21113,39.09185,-76.69442,Flats170 at Academy Yard,forRent,2088,2755,1
2077929603,8313 Telegraph Rd,Odenton,MD,21113,39.09185,-76.69442,Flats170 at Academy Yard,forRent,2285,2755,2
2077929603,8313 Telegraph Rd,Odenton,MD,21113,39.09185,-76.69442,Flats170 at Academy Yard,forRent,2720,2755,3
452110862,8525 Burling Wood Dr,Springfield,VA,22152,38.77885,-77.23943,Eagle Rock Apartments at West Springfield,forRent,1885,3280,1
452110862,8525 Burling Wood Dr,Springfield,VA,22152,38.77885,-77.23943,Eagle Rock Apartments at West Springfield,forRent,2410,3280,2
452110862,8525 Burling Wood Dr,Springfield,VA,22152,38.77885,-77.23943,Eagle Rock Apartments at West Springfield,forRent,3070,3280,3
2060618030,8250 Westpark Dr,McLean,VA,22102,38.928482,-77.22981,INSPO,forRent,1670,2981,0
2060618030,8250 Westpark Dr,McLean,VA,22102,38.928482,-77.22981,INSPO,forRent,1882,2981,1
2060618030,8250 Westpark Dr,McLean,VA,22102,38.928482,-77.22981,INSPO,forRent,2612,2981,2
2056528747,631 N Broad St,Philadelphia,PA,19123,39.964554,-75.160515,Stable Lofts,forRent,1750,2095,0
2056528747,631 N Broad St,Philadelphia,PA,19123,39.964554,-75.160515,Stable Lofts,forRent,1895,2095,1
2066754441,7232 Hanover Pkwy,Greenbelt,MD,20770,38.986702,-76.8786,The Hanover Apartments,forRent,1679,2375,1
2066754441,7232 Hanover Pkwy,Greenbelt,MD,20770,38.986702,-76.8786,The Hanover Apartments,forRent,1999,2375,2
2066754441,7232 Hanover Pkwy,Greenbelt,MD,20770,38.986702,-76.8786,The Hanover Apartments,forRent,2375,2375,3
456724420,4201 Massachusetts Ave NW,Washington,DC,20016,38.93585,-77.0818,The Berkshire Apartments,forRent,1350,3470,0
456724420,4201 Massachusetts Ave NW,Washington,DC,20016,38.93585,-77.0818,The Berkshire Apartments,forRent,1690,3470,1
456724420,4201 Massachusetts Ave NW,Washington,DC,20016,38.93585,-77.0818,The Berkshire Apartments,forRent,2850,3470,2
452224957,930 Kennedy St NW #9,Washington,DC,20011,38.95607,-77.027,"930 Kennedy Street, 9",,,,
2084242548,44 Maryland Ave,Rockville,MD,20850,39.084614,-77.15047,BLVD Forty Four,forRent,1917,3128,0
2084242548,44 Maryland Ave,Rockville,MD,20850,39.084614,-77.15047,BLVD Forty Four,forRent,2363,3128,1
2084242548,44 Maryland Ave,Rockville,MD,20850,39.084614,-77.15047,BLVD Forty Four,forRent,2838,3128,2
458697267,817 Walden Ct,Royersford,PA,19468,40.239056,-75.537094,Fox Ridge and Lakeview Park Apartments,forRent,1824,2364,1
458697267,817 Walden Ct,Royersford,PA,19468,40.239056,-75.537094,Fox Ridge and Lakeview Park Apartments,forRent,1879,2364,2
2078865728,113 Ellington Blvd,Gaithersburg,MD,20878,39.115486,-77.204506,Cadence at Crown,forRent,1462,3405,0
2078865728,113 Ellington Blvd,Gaithersburg,MD,20878,39.115486,-77.204506,Cadence at Crown,forRent,1795,3405,1
2078865728,113 Ellington Blvd,Gaithersburg,MD,20878,39.115486,-77.204506,Cadence at Crown,forRent,2400,3405,2
2078865728,113 Ellington Blvd,Gaithersburg,MD,20878,39.115486,-77.204506,Cadence at Crown,forRent,3140,3405,3
458217125,2630 W Girard Ave,Philadelphia,PA,19130,39.973614,-75.18016,The Gio,forRent,1594,2634,1
458217125,2630 W Girard Ave,Philadelphia,PA,19130,39.973614,-75.18016,The Gio,forRent,2431,2634,2
2077715763,2400 M St NW,Washington,DC,20037,38.904797,-77.05196,2400 M,forRent,2180,4468,0
2077715763,2400 M St NW,Washington,DC,20037,38.904797,-77.05196,2400 M,forRent,2875,4468,1
2077715763,2400 M St NW,Washington,DC,20037,38.904797,-77.05196,2400 M,forRent,3755,4468,2
457282008,300 Richmond St APT 14,Philadelphia,PA,19125,39.967434,-75.130264,"Old Brick Lofts, 14",,,,
2088022542,2651 16th St NW,Washington,DC,20009,38.92457,-77.03601,The Century,forRent,1799,2399,0
2088022542,2651 16th St NW,Washington,DC,20009,38.92457,-77.03601,The Century,forRent,2399,2399,1
458684211,6040 California Cir,Rockville,MD,20852,39.05619,-77.12548,Miramont,forRent,1630,2919,0
458684211,6040 California Cir,Rockville,MD,20852,39.05619,-77.12548,Miramont,forRent,1680,2919,1
458684211,6040 California Cir,Rockville,MD,20852,39.05619,-77.12548,Miramont,forRent,2595,2919,2
456632788,555 N Broad St,Doylestown,PA,18901,40.318233,-75.13564,Center Square Apartments,forRent,1595,1880,0
456632788,555 N Broad St,Doylestown,PA,18901,40.318233,-75.13564,Center Square Apartments,forRent,1825,1880,1
2069988918,7691 Mandrake Ct,Elkridge,MD,21075,39.178013,-76.77594,Brompton House,forRent,2011,3523,1
2069988918,7691 Mandrake Ct,Elkridge,MD,21075,39.178013,-76.77594,Brompton House,forRent,2407,3523,2
2069988918,7691 Mandrake Ct,Elkridge,MD,21075,39.178013,-76.77594,Brompton House,forRent,3408,3523,3
2089663951,1835 Arch St,Philadelphia,PA,19103,39.95532,-75.17046,The Lofts at 1835 Arch,forRent,1650,3956,1
2089663951,1835 Arch St,Philadelphia,PA,19103,39.95532,-75.17046,The Lofts at 1835 Arch,forRent,2900,3956,2
457883972,1631 Kalorama Rd NW,Washington,DC,20009,38.92196,-77.03846,Citadel,forRent,2200,2350,1
2080203844,2300 24th Rd S,Arlington,VA,22206,38.84906,-77.0794,Dolley Madison Towers,forRent,1795,2600,1
2080203844,2300 24th Rd S,Arlington,VA,22206,38.84906,-77.0794,Dolley Madison Towers,forRent,2125,2600,2
457002218,417 Callowhill St,Philadelphia,PA,19123,39.958073,-75.14678,The Keystone Apartments,forRent,1525,3915,0
457002218,417 Callowhill St,Philadelphia,PA,19123,39.958073,-75.14678,The Keystone Apartments,forRent,1915,3915,1
457002218,417 Callowhill St,Philadelphia,PA,19123,39.958073,-75.14678,The Keystone Apartments,forRent,2520,3915,2
2075576048,11637 Charter Oak Ct,Reston,VA,20190,38.959064,-77.347496,Charter Oak Apartments,forRent,1890,2190,1
2075576048,11637 Charter Oak Ct,Reston,VA,20190,38.959064,-77.347496,Charter Oak Apartments,forRent,1865,2190,2
449004375,1515 Manley Rd,West Chester,PA,19380,39.968185,-75.52802,The Gateway Apartments,forRent,1771,2583,1
449004375,1515 Manley Rd,West Chester,PA,19380,39.968185,-75.52802,The Gateway Apartments,forRent,2067,2583,2
458393180,5055 Seminary Rd,Alexandria,VA,22311,38.8343,-77.11302,Monticello at Southern Towers,forRent,1332,2717,0
458393180,5055 Seminary Rd,Alexandria,VA,22311,38.8343,-77.11302,Monticello at Southern Towers,forRent,1651,2717,1
458393180,5055 Seminary Rd,Alexandria,VA,22311,38.8343,-77.11302,Monticello at Southern Towers,forRent,2374,2717,2
458393180,5055 Seminary Rd,Alexandria,VA,22311,38.8343,-77.11302,Monticello at Southern Towers,forRent,2587,2717,3
456128409,1133 N 4th St #CL306,Philadelphia,PA,19123,39.968918,-75.143005,"Cambridge Loft, CBL |2BR | H",,,,
451830238,1201 Riverwalk Pl,Frederick,MD,21701,39.433556,-77.36905,Fairway Vista Apartments,forRent,1957,2327,1
451830238,1201 Riverwalk Pl,Frederick,MD,21701,39.433556,-77.36905,Fairway Vista Apartments,forRent,2042,2327,2
451830238,1201 Riverwalk Pl,Frederick,MD,21701,39.433556,-77.36905,Fairway Vista Apartments,forRent,2292,2327,3
458684960,2042 Peach Orchard Dr,Falls Church,VA,22043,38.905663,-77.20497,PeachTree of McLean,forRent,1604,2812,0
458684960,2042 Peach Orchard Dr,Falls Church,VA,22043,38.905663,-77.20497,PeachTree of McLean,forRent,1736,2812,1
458684960,2042 Peach Orchard Dr,Falls Church,VA,22043,38.905663,-77.20497,PeachTree of McLean,forRent,1989,2812,2
458684960,2042 Peach Orchard Dr,Falls Church,VA,22043,38.905663,-77.20497,PeachTree of McLean,forRent,2729,2812,3
2073400997,5361 Brook Way,Columbia,MD,21044,39.227997,-76.85305,The Brook At Columbia,forRent,1614,3881,1
2073400997,5361 Brook Way,Columbia,MD,21044,39.227997,-76.85305,The Brook At Columbia,forRent,1682,3881,2
2073400997,5361 Brook Way,Columbia,MD,21044,39.227997,-76.85305,The Brook At Columbia,forRent,2476,3881,3
2073400997,5361 Brook Way,Columbia,MD,21044,39.227997,-76.85305,The Brook At Columbia,forRent,3881,3881,5
2079501943,2323 Sherman Ave NW,Washington,DC,20001,38.921227,-77.02496,Trellis House,forRent,1748,3426,0
2079501943,2323 Sherman Ave NW,Washington,DC,20001,38.921227,-77.02496,Trellis House,forRent,1960,3426,1
2079501943,2323 Sherman Ave NW,Washington,DC,20001,38.921227,-77.02496,Trellis House,forRent,3076,3426,2
2057332291,4300 Langston Blvd,Arlington,VA,22207,38.89875,-77.11366,The Horizons,forRent,1879,3514,0
2057332291,4300 Langston Blvd,Arlington,VA,22207,38.89875,-77.11366,The Horizons,forRent,2003,3514,1
2057332291,4300 Langston Blvd,Arlington,VA,22207,38.89875,-77.11366,The Horizons,forRent,2585,3514,2
2057332291,4300 Langston Blvd,Arlington,VA,22207,38.89875,-77.11366,The Horizons,forRent,3499,3514,3
456878606,1339 E St SE,Washington,DC,20003,38.882587,-76.986694,The Lockwood,forRent,2214,5808,0
456878606,1339 E St SE,Washington,DC,20003,38.882587,-76.986694,The Lockwood,forRent,2257,5808,1
456878606,1339 E St SE,Washington,DC,20003,38.882587,-76.986694,The Lockwood,forRent,4414,5808,2
456878606,1339 E St SE,Washington,DC,20003,38.882587,-76.986694,The Lockwood,forRent,5122,5808,3
458665997,21 Windsor Way,Red Lion,PA,17356,39.920696,-76.62489,Windsor Commons,forRent,2200,2525,2
458665997,21 Windsor Way,Red Lion,PA,17356,39.920696,-76.62489,Windsor Commons,forRent,1975,2525,3
2059851902,1 Marlbrook Ln,Lansdale,PA,19446,40.224396,-75.30553,Willowyck,forRent,2052,3230,1
2059851902,1 Marlbrook Ln,Lansdale,PA,19446,40.224396,-75.30553,Willowyck,forRent,2178,3230,2
2059851902,1 Marlbrook Ln,Lansdale,PA,19446,40.224396,-75.30553,Willowyck,forRent,2618,3230,3
458711302,1618 N Sydenham St,Philadelphia,PA,19121,39.97828,-75.160706,RM Development,forRent,2340,4000,3
458711302,1618 N Sydenham St,Philadelphia,PA,19121,39.97828,-75.160706,RM Development,forRent,3080,4000,4
458711302,1618 N Sydenham St,Philadelphia,PA,19121,39.97828,-75.160706,RM Development,forRent,2650,4000,5
458087901,100 E Melrose Ave,Baltimore,MD,21212,39.366997,-76.61991,Melrose Apartments,forRent,2545,2775,2
458087901,100 E Melrose Ave,Baltimore,MD,21212,39.366997,-76.61991,Melrose Apartments,forRent,2775,2775,3
2060561867,6900 Tasker Fls,Elkridge,MD,21075,39.19247,-76.74651,Belmont Station,forRent,1935,3300,1
2060561867,6900 Tasker Fls,Elkridge,MD,21075,39.19247,-76.74651,Belmont Station,forRent,2255,3300,2
2060561867,6900 Tasker Fls,Elkridge,MD,21075,39.19247,-76.74651,Belmont Station,forRent,2800,3300,3
2060561867,6900 Tasker Fls,Elkridge,MD,21075,39.19247,-76.74651,Belmont Station,forRent,3300,3300,4
2130354156,2206 Pimmit Run Ln,Falls Church,VA,22043,38.90244,-77.20766,Tysons View,forRent,1570,2320,0
2130354156,2206 Pimmit Run Ln,Falls Church,VA,22043,38.90244,-77.20766,Tysons View,forRent,1785,2320,1
2130354156,2206 Pimmit Run Ln,Falls Church,VA,22043,38.90244,-77.20766,Tysons View,forRent,2045,2320,2
458687910,4824 Walmsley Blvd,Richmond,VA,23224,37.470467,-77.484184,THE CASCADE AT FOUNDRY CREEK,forRent,1187,1419,1
458687910,4824 Walmsley Blvd,Richmond,VA,23224,37.470467,-77.484184,THE CASCADE AT FOUNDRY CREEK,forRent,1419,1419,2
458686404,1201 Callowhill St,Philadelphia,PA,19123,39.959126,-75.15833,Via Callowhill,forRent,1685,2900,1
458686404,1201 Callowhill St,Philadelphia,PA,19123,39.959126,-75.15833,Via Callowhill,forRent,2675,2900,2
2093135237,1 Cotton St,Philadelphia,PA,19127,40.024715,-75.22292,The Isle,forRent,1921,3456,0
2093135237,1 Cotton St,Philadelphia,PA,19127,40.024715,-75.22292,The Isle,forRent,2319,3456,1
2093135237,1 Cotton St,Philadelphia,PA,19127,40.024715,-75.22292,The Isle,forRent,3231,3456,2
2092562661,815 Pershing Dr,Silver Spring,MD,20910,38.997826,-77.023705,The Citron,forRent,1724,2746,0
2092562661,815 Pershing Dr,Silver Spring,MD,20910,38.997826,-77.023705,The Citron,forRent,2011,2746,1
2092562661,815 Pershing Dr,Silver Spring,MD,20910,38.997826,-77.023705,The Citron,forRent,2532,2746,2
2066846546,5250 Duke St,Alexandria,VA,22304,38.81218,-77.123795,Arbors on Duke,forRent,1773,2093,1
2066846546,5250 Duke St,Alexandria,VA,22304,38.81218,-77.123795,Arbors on Duke,forRent,2042,2093,2
450870765,40 N St NE,Washington,DC,20002,38.907085,-77.011826,Tribeca NOMA,forRent,2192,3557,1
450870765,40 N St NE,Washington,DC,20002,38.907085,-77.011826,Tribeca NOMA,forRent,2677,3557,2
446203611,170 W Independence Mall S,Philadelphia,PA,19106,39.94818,-75.15181,Lyndon at the Curtis,forRent,2300,10000,1
446203611,170 W Independence Mall S,Philadelphia,PA,19106,39.94818,-75.15181,Lyndon at the Curtis,forRent,3600,10000,2
446203611,170 W Independence Mall S,Philadelphia,PA,19106,39.94818,-75.15181,Lyndon at the Curtis,forRent,7150,10000,3
458606868,2300 Hadley Blvd,Enola,PA,17025,40.29064,-76.96797,Hadley Place Apartments,forRent,1803,2472,2
458606868,2300 Hadley Blvd,Enola,PA,17025,40.29064,-76.96797,Hadley Place Apartments,forRent,2472,2472,4
457872318,6174 Ridge Ave,Philadelphia,PA,19128,40.035084,-75.21737,Parkline,forRent,1495,2685,1
457872318,6174 Ridge Ave,Philadelphia,PA,19128,40.035084,-75.21737,Parkline,forRent,2515,2685,2
2077316400,1901 C St SE,Washington,DC,20003,38.885357,-76.97727,Park Kennedy,forRent,2048,3489,1
2077316400,1901 C St SE,Washington,DC,20003,38.885357,-76.97727,Park Kennedy,forRent,2854,3489,2
2078291373,4411 Connecticut Ave NW,Washington,DC,20008,38.94624,-77.06403,Park Connecticut,forRent,2415,3932,1
2078291373,4411 Connecticut Ave NW,Washington,DC,20008,38.94624,-77.06403,Park Connecticut,forRent,3747,3932,2
457441841,98 E Penn Dr,Enola,PA,17025,40.27178,-76.93851,98 Penn Place,forRent,1525,1899,1
457441841,98 E Penn Dr,Enola,PA,17025,40.27178,-76.93851,98 Penn Place,forRent,1899,1899,2
2067023348,9450 Fairfax Blvd,Fairfax,VA,22031,38.86546,-77.272934,Scout on the Circle Apartments,forRent,1783,4005,0
2067023348,9450 Fairfax Blvd,Fairfax,VA,22031,38.86546,-77.272934,Scout on the Circle Apartments,forRent,1891,4005,1
2067023348,9450 Fairfax Blvd,Fairfax,VA,22031,38.86546,-77.272934,Scout on the Circle Apartments,forRent,2162,4005,2
2067023348,9450 Fairfax Blvd,Fairfax,VA,22031,38.86546,-77.272934,Scout on the Circle Apartments,forRent,3232,4005,3
2059534965,8100 Palisades Cir,Manassas,VA,20111,38.76108,-77.44103,Palisades at Manassas Park,forRent,1786,2372,1
2059534965,8100 Palisades Cir,Manassas,VA,20111,38.76108,-77.44103,Palisades at Manassas Park,forRent,2041,2372,2
452119175,627 Cobblestone Cir,Fredericksburg,VA,22401,38.29355,-77.462585,MAA Cobblestone Square,forRent,1873,2448,1
452119175,627 Cobblestone Cir,Fredericksburg,VA,22401,38.29355,-77.462585,MAA Cobblestone Square,forRent,1953,2448,2
2078623293,1236 E Lancaster Ave,Downingtown,PA,19335,40.019623,-75.66786,The Manor at Downingtown,forRent,1837,2892,1
2078623293,1236 E Lancaster Ave,Downingtown,PA,19335,40.019623,-75.66786,The Manor at Downingtown,forRent,2212,2892,2
2078623293,1236 E Lancaster Ave,Downingtown,PA,19335,40.019623,-75.66786,The Manor at Downingtown,forRent,2889,2892,3
2057506436,4442 Ridge Ave,Philadelphia,PA,19129,40.010918,-75.199905,The Anchorage on Kelly,forRent,1525,2999,0
2057506436,4442 Ridge Ave,Philadelphia,PA,19129,40.010918,-75.199905,The Anchorage on Kelly,forRent,1699,2999,1
