zpid,address,cityname,state,zipcode,latitude,longitude,title,listingStatus,minPrice,maxPrice,bedrooms
398544813,1630 Saddle Way,Greenwood,IN,46143,39.592278,-86.11293,Barton Farms Apartments and Duplexes,forRent,1295,1487,2
2078042109,1133 N Arlington Heights Rd,Itasca,IL,60143,41.98635,-88.001884,The Residences at Hamilton Lakes,forRent,2172,2964,0
2078042109,1133 N Arlington Heights Rd,Itasca,IL,60143,41.98635,-88.001884,The Residences at Hamilton Lakes,forRent,2171,2964,1
2078042109,1133 N Arlington Heights Rd,Itasca,IL,60143,41.98635,-88.001884,The Residences at Hamilton Lakes,forRent,2610,2964,2
352684739,337 Washington Ave N,Minneapolis,MN,55401,44.984768,-93.27428,Dock Street Flats,forRent,1295,2595,0
352684739,337 Washington Ave N,Minneapolis,MN,55401,44.984768,-93.27428,Dock Street Flats,forRent,1795,2595,1
352684739,337 Washington Ave N,Minneapolis,MN,55401,44.984768,-93.27428,Dock Street Flats,forRent,2545,2595,2
448991807,144 W Erie St,Chicago,IL,60654,41.89431,-87.63318,THE RHONE featuring the Saone Penthouse Collection,forRent,9510,11500,3
2088833730,15 Parkway North Blvd,Deerfield,IL,60015,42.165764,-87.87669,Woodview Apartments,forRent,1695,3255,0
2088833730,15 Parkway North Blvd,Deerfield,IL,60015,42.165764,-87.87669,Woodview Apartments,forRent,2085,3255,1
2088833730,15 Parkway North Blvd,Deerfield,IL,60015,42.165764,-87.87669,Woodview Apartments,forRent,2515,3255,2
446689915,531 W Washington Ave,Madison,WI,53703,43.069134,-89.39134,Virtue,forRent,1695,2360,1
446689915,531 W Washington Ave,Madison,WI,53703,43.069134,-89.39134,Virtue,forRent,2360,2360,2
2083333933,644 W Wrightwood Ave APT 6,Chicago,IL,60614,41.92963,-87.64472,"644 W Wrightwood, Studio",,,,
458630543,4311 Camden Cir,Dublin,OH,43016,40.070187,-83.130005,Camden Place,forRent,1483,1870,0
458630543,4311 Camden Cir,Dublin,OH,43016,40.070187,-83.130005,Camden Place,forRent,1233,1870,1
458630543,4311 Camden Cir,Dublin,OH,43016,40.070187,-83.130005,Camden Place,forRent,1516,1870,2
2070583188,11751 W River Hills Dr,Burnsville,MN,55337,44.792034,-93.24699,Willow Pond,forRent,1120,2025,0
2070583188,11751 W River Hills Dr,Burnsville,MN,55337,44.792034,-93.24699,Willow Pond,forRent,1225,2025,1
2070583188,11751 W River Hills Dr,Burnsville,MN,55337,44.792034,-93.24699,Willow Pond,forRent,1550,2025,2
2070583188,11751 W River Hills Dr,Burnsville,MN,55337,44.792034,-93.24699,Willow Pond,forRent,1885,2025,3
451123927,650 W 3rd St #659,Covington,KY,41011,39.0881,-84.52186,"Cincinnati - Covington, Plan A",,,,
